			Values		
2025	02	0411010077-SUTURA DE LACERACOES DE TRAJETO PELVICO	2	R$ 436,74	R$ 218,37
2025	02	0411020013-CURETAGEM POS-ABORTAMENTO / PUERPERAL	15	R$ 2.958,69	R$ 197,25
2025	02	0411020048-TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA	1	R$ 2.026,08	R$ 2.026,08
2025	02	0412010100-TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA	4	R$ 3.317,56	R$ 829,39
2025	02	0412010143-TRATAMENTO CIRURGICO DE FISTULA TRAQUEOESOFAGICA ADQUIRIDA	1	R$ 1.718,65	R$ 1.718,65
2025	02	0412020017-MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR	1	R$ 2.664,41	R$ 2.664,41
2025	02	0412030012-DESCORTICACAO PULMONAR	1	R$ 10.709,55	R$ 10.709,55
2025	02	0412030110-PLEURODESE	1	R$ 2.135,91	R$ 2.135,91
2025	02	0412040166-TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA	20	R$ 269.532,05	R$ 13.476,60
2025	02	0412050102-RESSECCAO EM CUNHA, TUMORECTOMIA / BIOPSIA DE PULMAO A CEU ABERTO	3	R$ 6.839,08	R$ 2.279,69
2025	02	0413040020-CORRECAO DE RETRACAO CICATRICIAL VARIOS ESTAGIOS	1	R$ 503,12	R$ 503,12
2025	02	0413040046-DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL)	1	R$ 621,84	R$ 621,84
2025	02	0413040054-DERMOLIPECTOMIA ABDOMINAL POS-CIRURGIA BARIATRICA	1	R$ 862,36	R$ 862,36
2025	02	0413040062-DERMOLIPECTOMIA BRAQUIAL POS-CIRURGIA BARIATRICA	1	R$ 862,32	R$ 862,32
2025	02	0413040097-PREPARO DE RETALHO	2	R$ 859,98	R$ 429,99
2025	02	0413040143-RECONSTRUCAO TOTAL DE ORELHA (MULTIPLOS ESTAGIOS)	1	R$ 338,95	R$ 338,95
2025	02	0413040232-TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA	5	R$ 1.967,40	R$ 393,48
2025	02	0413040240-TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO	1	R$ 324,20	R$ 324,20
2025	02	0415010012-TRATAMENTO C/ CIRURGIAS MULTIPLAS	67	R$ 542.927,03	R$ 8.103,39
2025	02	0415020034-OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS	12	R$ 62.047,82	R$ 5.170,65
2025	02	0415020050-PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA	22	R$ 159.459,85	R$ 7.248,18
2025	02	0415020069-PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA	14	R$ 36.546,02	R$ 2.610,43
2025	02	0415020077-PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA	37	R$ 384.001,64	R$ 10.378,42
2025	02	0415030013-TRATAMENTO CIRURGICO EM POLITRAUMATIZADO	38	R$ 243.144,14	R$ 6.398,53
2025	02	0415040027-DEBRIDAMENTO DE FASCEITE NECROTIZANTE	18	R$ 57.498,36	R$ 3.194,35
2025	02	0415040035-DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS	16	R$ 69.563,19	R$ 4.347,70
2025	02	0416010016-AMPUTACAO DE PENIS EM ONCOLOGIA	1	R$ 1.007,13	R$ 1.007,13
2025	02	0416010075-NEFRECTOMIA TOTAL EM ONCOLOGIA	1	R$ 2.231,99	R$ 2.231,99
2025	02	0416010113-ORQUIECTOMIA UNILATERAL EM ONCOLOGIA	2	R$ 3.768,94	R$ 1.884,47
2025	02	0416010121-PROSTATECTOMIA EM ONCOLOGIA	1	R$ 4.779,94	R$ 4.779,94
2025	02	0416010130-PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA	2	R$ 10.696,66	R$ 5.348,33
2025	02	0416010172-RESSECCAO ENDOSCOPICA DE TUMOR VESICAL EM ONCOLOGIA	12	R$ 15.006,00	R$ 1.250,50
2025	02	0416010202-SUPRARRENALECTOMIA EM ONCOLOGIA	1	R$ 4.509,13	R$ 4.509,13
2025	02	0416010210-NEFRECTOMIA PARCIAL EM ONCOLOGIA	2	R$ 5.565,26	R$ 2.782,63
2025	02	0416020232-LINFADENECTOMIA INGUINAL UNILATERAL EM ONCOLOGIA	1	R$ 2.170,86	R$ 2.170,86
2025	02	0416030041-RESSECCAO DE GLANDULA SUBMANDIBULAR EM ONCOLOGIA	2	R$ 1.954,76	R$ 977,38
2025	02	0416030092-PAROTIDECTOMIA EM ONCOLOGIA	3	R$ 5.518,71	R$ 1.839,57
2025	02	0416030203-PAROTIDECTOMIA TOTAL AMPLIADA EM ONCOLOGIA	2	R$ 17.124,89	R$ 8.562,45
2025	02	0416030211-FARINGECTOMIA PARCIAL EM ONCOLOGIA	1	R$ 5.689,69	R$ 5.689,69
2025	02	0416030246-EXENTERACAO DE ORBITA EM ONCOLOGIA	1	R$ 1.330,95	R$ 1.330,95
2025	02	0416030262-LARINGECTOMIA TOTAL EM ONCOLOGIA	1	R$ 8.209,44	R$ 8.209,44
2025	02	0416030270-TIREOIDECTOMIA TOTAL EM ONCOLOGIA	3	R$ 10.210,65	R$ 3.403,55
2025	02	0416030297-TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA	5	R$ 6.892,16	R$ 1.378,43
2025	02	0416040128-DUODENOPANCREATECTOMIA EM ONCOLOGIA	1	R$ 8.778,91	R$ 8.778,91
2025	02	0416040195-QUIMIOEMBOLIZACAO DE CARCINOMA HEPATICO	1	R$ 4.551,95	R$ 4.551,95
2025	02	0416040209-LAPAROTOMIA EXPLORADORA COM RESSECCAO COMPLETA OU INCOMPLETA DO TUMOR EM ONCOLOGIA	5	R$ 37.656,49	R$ 7.531,30
2025	02	0416040217-GASTRECTOMIA PARCIAL EM ONCOLOGIA	5	R$ 38.519,27	R$ 7.703,85
2025	02	0416040276-RESSECCAO ALARGADA DE TUMOR DE INTESTINO EM ONCOLOGIA	1	R$ 10.396,46	R$ 10.396,46
2025	02	0416050018-AMPUTACAO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA	1	R$ 6.759,82	R$ 6.759,82
2025	02	0416050026-COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA	2	R$ 8.022,04	R$ 4.011,02
2025	02	0416050034-COLECTOMIA TOTAL EM ONCOLOGIA	1	R$ 9.946,51	R$ 9.946,51
2025	02	0416050050-EXCISAO LOCAL DE TUMOR DO RETO EM ONCOLOGIA	3	R$ 3.586,81	R$ 1.195,60
2025	02	0416050077-RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA	1	R$ 7.675,17	R$ 7.675,17
2025	02	0416060013-AMPUTACAO CONICA DO COLO DO UTERO EM ONCOLOGIA	3	R$ 6.511,26	R$ 2.170,42
2025	02	0416060064-HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA	1	R$ 6.660,13	R$ 6.660,13
2025	02	0416060102-VULVECTOMIA PARCIAL EM ONCOLOGIA	2	R$ 2.715,14	R$ 1.357,57
2025	02	0416060110-HISTERECTOMIA COM OU SEM ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA	5	R$ 13.691,09	R$ 2.738,22
2025	02	0416080014-EXCISAO E ENXERTO DE PELE EM ONCOLOGIA	2	R$ 950,82	R$ 475,41
2025	02	0416080030-EXCISAO E SUTURA DE LESAO NA PELE COM PLASTICA EM Z OU ROTACAO DE RETALHO EM ONCOLOGIA	1	R$ 475,41	R$ 475,41
2025	02	0416080081-RECONSTRUCAO COM RETALHO MIOCUTANEO (QUALQUER PARTE) EM ONCOLOGIA	5	R$ 21.167,80	R$ 4.233,56
2025	02	0416080120-EXTIRPACAO MULTIPLA DE LESAO DA PELE OU TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA	5	R$ 3.395,15	R$ 679,03
2025	02	0416090010-AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA	1	R$ 3.432,75	R$ 3.432,75
2025	02	0416090109-RESSECCAO DE TUMOR OSSEO COM SUBSTITUICAO (ENDOPROTESE) OU COM RECONSTRUCAO E FIXACAO EM ONCOLOGIA	5	R$ 47.251,51	R$ 9.450,30
2025	02	0416090133-RESSECCAO DE TUMOR DE PARTES MOLES EM ONCOLOGIA	12	R$ 58.291,87	R$ 4.857,66
2025	02	0416110070-RESSECCAO PULMONAR EM CUNHA EM ONCOLOGIA	1	R$ 19.503,10	R$ 19.503,10
2025	02	0416120024-MASTECTOMIA RADICAL COM LINFADENECTOMIA AXILAR EM ONCOLOGIA	1	R$ 2.955,42	R$ 2.955,42
2025	02	0503010014-ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS PARA TRANSPLANTE	8	R$ 9.264,28	R$ 1.158,04
2025	02	0503010022-ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE	36	R$ 45.243,80	R$ 1.256,77
2025	02	0505010097-TRANSPLANTE DE CORNEA	4	R$ 8.280,00	R$ 2.070,00
2025	02	0505010135-TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS OU EM REOPERACOES)	1	R$ 2.070,00	R$ 2.070,00
2025	02	0506020045-TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE DE ORGAOS / CELULAS-TRONCO HEMATOPOETICAS	2	R$ 12.967,64	R$ 6.483,82
2025	02 Total		2.367	R$ 7.672.860,71	R$ 3.241,60
2025	03	0201010135-BIOPSIA DE CORPO VERTEBRAL LAMINA E PEDICULO VERTEBRAL (POR DISPOSITIVO GUIADO)	3	R$ 1.304,45	R$ 434,82
2025	03	0201010267-BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO)	10	R$ 1.852,37	R$ 185,24
2025	03	0201010313-BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO)	1	R$ 460,65	R$ 460,65
2025	03	0201010330-BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO)	2	R$ 376,54	R$ 188,27
2025	03	0301060010-DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA	11	R$ 595,17	R$ 54,11
2025	03	0301060070-DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA	21	R$ 1.383,27	R$ 65,87
2025	03	0301060088-DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA	22	R$ 1.208,28	R$ 54,92
2025	03	0303010037-TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS	91	R$ 922.656,42	R$ 10.139,08
2025	03	0303010061-TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS	5	R$ 4.314,52	R$ 862,90
2025	03	0303010100-TRATAMENTO DE HELMINTIASES (B65 A B83)	1	R$ 189,67	R$ 189,67
2025	03	0303010126-TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64)	3	R$ 885,72	R$ 295,24
2025	03	0303010142-TRATAMENTO DE INFECCOES VIRAIS DO SISTEMA NERVOSO CENTRAL	2	R$ 2.465,26	R$ 1.232,63
2025	03	0303010215-TRATAMENTO DE TUBERCULOSE (A15 A A19)	6	R$ 8.175,06	R$ 1.362,51
2025	03	0303020032-TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS	4	R$ 4.165,00	R$ 1.041,25
2025	03	0303020040-TRATAMENTO DE ANEMIA HEMOLITICA	22	R$ 15.336,38	R$ 697,11
2025	03	0303020067-TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS	5	R$ 24.434,03	R$ 4.886,81
2025	03	0303020075-TRATAMENTO DE HEMOFILIAS	1	R$ 929,05	R$ 929,05
2025	03	0303020083-TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOIETICOS	3	R$ 1.074,73	R$ 358,24
2025	03	0303030038-TRATAMENTO DE DIABETES MELLITUS	11	R$ 23.635,49	R$ 2.148,68
2025	03	0303030046-TRATAMENTO DE DISTURBIOS METABOLICOS	3	R$ 2.811,31	R$ 937,10
2025	03	0303030054-TRATAMENTO DE TRANSTORNOS DA GLANDULA TIREOIDE	1	R$ 390,10	R$ 390,10
2025	03	0303040017-AJUSTE MEDICAMENTOSO DE SITUACOES NEUROLOGICAS AGUDIZADAS	18	R$ 10.730,26	R$ 596,13
2025	03	0303040025-INTERNACAO P/ O TRATAMENTO MEDICAMENTOSO DA OSTEOGENESIS IMPERFECTA	5	R$ 2.979,85	R$ 595,97
2025	03	0303040033-TRATAMENTO DA MIGRANEA COMPLICADA	4	R$ 1.273,09	R$ 318,27
2025	03	0303040068-TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLASICA	2	R$ 738,52	R$ 369,26
2025	03	0303040084-TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU LEVE)	17	R$ 5.425,44	R$ 319,14
2025	03	0303040092-TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU MEDIO)	3	R$ 1.542,30	R$ 514,10
2025	03	0303040106-TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE	4	R$ 11.552,41	R$ 2.888,10
2025	03	0303040114-TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR	1	R$ 329,26	R$ 329,26
2025	03	0303040122-TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL	7	R$ 5.643,35	R$ 806,19
2025	03	0303040149-TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)	23	R$ 38.043,95	R$ 1.654,08
2025	03	0303040157-TRATAMENTO DE COMPLICACOES DA HIDROCEFALIA	1	R$ 1.089,38	R$ 1.089,38
2025	03	0303040165-TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS	3	R$ 3.439,29	R$ 1.146,43
2025	03	0303040190-TRATAMENTO DE DOENCA DOS NEURONIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS	1	R$ 1.424,29	R$ 1.424,29
2025	03	0303040203-TRATAMENTO DE DOENCAS NEURODEGENERATIVAS	1	R$ 1.359,02	R$ 1.359,02
2025	03	0303040220-TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA	1	R$ 174,84	R$ 174,84
2025	03	0303040262-TRATAMENTO DE POLINEUROPATIAS	1	R$ 1.165,83	R$ 1.165,83
2025	03	0303040289-TRATAMENTO DE SURTO DE ESCLEROSE MULTIPLA	5	R$ 2.270,49	R$ 454,10
2025	03	0303040300-TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUEMICO AGUDO COM USO DE TROMBOLITICO	4	R$ 11.303,60	R$ 2.825,90
2025	03	0303050136-TRATAMENTO CLINICO DE INTERCORRENCIAS OFTALMOLOGICAS	6	R$ 2.831,67	R$ 471,95
2025	03	0303060018-TRATAMENTO DE ANEURISMA DA AORTA	2	R$ 1.491,34	R$ 745,67
2025	03	0303060026-TRATAMENTO DE ARRITMIAS	8	R$ 18.092,45	R$ 2.261,56
2025	03	0303060042-TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA	2	R$ 3.123,00	R$ 1.561,50
2025	03	0303060069-TRATAMENTO DE CHOQUE CARDIOGENICO	2	R$ 1.668,20	R$ 834,10
2025	03	0303060077-TRATAMENTO DE CHOQUE HIPOVOLEMICO	1	R$ 6.734,81	R$ 6.734,81
2025	03	0303060107-TRATAMENTO DE CRISE HIPERTENSIVA	8	R$ 2.568,86	R$ 321,11
2025	03	0303060131-TRATAMENTO DE EDEMA AGUDO DE PULMAO	4	R$ 45.877,21	R$ 11.469,30
2025	03	0303060140-TRATAMENTO DE EMBOLIA PULMONAR	2	R$ 2.036,30	R$ 1.018,15
2025	03	0303060174-TRATAMENTO DE HIPERTENSAO PULMONAR	2	R$ 29.425,77	R$ 14.712,89
2025	03	0303060190-TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO	19	R$ 65.155,89	R$ 3.429,26
2025	03	0303060212-TRATAMENTO DE INSUFICIENCIA CARDIACA	10	R$ 25.365,92	R$ 2.536,59
2025	03	0303060280-TRATAMENTO DE SINDROME CORONARIANA AGUDA	3	R$ 3.901,99	R$ 1.300,66
2025	03	0303070064-TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO	4	R$ 1.408,14	R$ 352,04
2025	03	0303070072-TRATAMENTO DE DOENCAS DO FIGADO	11	R$ 46.164,37	R$ 4.196,76
2025	03	0303070099-TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS	1	R$ 354,23	R$ 354,23
2025	03	0303070102-TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO	65	R$ 42.189,69	R$ 649,07
2025	03	0303070110-TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO	4	R$ 1.683,91	R$ 420,98
2025	03	0303070129-TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS	7	R$ 6.776,79	R$ 968,11
2025	03	0303080051-TRATAMENTO DE DERMATITES E ECZEMAS	1	R$ 349,37	R$ 349,37
2025	03	0303080060-TRATAMENTO DE ESTAFILOCOCCIAS	10	R$ 5.966,14	R$ 596,61
2025	03	0303090316-TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS	3	R$ 3.489,97	R$ 1.163,32
2025	03	0303100010-TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO	1	R$ 304,04	R$ 304,04
2025	03	0303100036-TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO	1	R$ 123,99	R$ 123,99
2025	03	0303100044-TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ	13	R$ 2.008,52	R$ 154,50
2025	03	0303110015-TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR	2	R$ 332,90	R$ 166,45
2025	03	0303110023-TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE	1	R$ 339,97	R$ 339,97
2025	03	0303110040-TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO	3	R$ 7.496,46	R$ 2.498,82
2025	03	0303130016-ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS	5	R$ 16.635,94	R$ 3.327,19
2025	03	0303130024-ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES	7	R$ 5.350,23	R$ 764,32
2025	03	0303130032-ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS	2	R$ 3.316,91	R$ 1.658,46
2025	03	0303130059-TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS	23	R$ 58.163,21	R$ 2.528,84
2025	03	0303130075-TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO	1	R$ 1.856,93	R$ 1.856,93
2025	03	0303140020-TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES	3	R$ 2.497,52	R$ 832,51
2025	03	0303140038-TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES	1	R$ 722,11	R$ 722,11
2025	03	0303140046-TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES	13	R$ 20.467,34	R$ 1.574,41
2025	03	0303140070-TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE	5	R$ 946,92	R$ 189,38
2025	03	0303140100-TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES	6	R$ 1.703,80	R$ 283,97
2025	03	0303140119-TRATAMENTO DE OUTRAS DOENCAS DA PLEURA	5	R$ 3.939,27	R$ 787,85
2025	03	0303140135-TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO	16	R$ 83.317,79	R$ 5.207,36
2025	03	0303140143-TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES	14	R$ 28.182,35	R$ 2.013,03
2025	03	0303140151-TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)	29	R$ 39.657,66	R$ 1.367,51
2025	03	0303150017-TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS	3	R$ 528,68	R$ 176,23
2025	03	0303150025-TRATAMENTO DE DOENCAS GLOMERULARES	7	R$ 5.379,62	R$ 768,52
2025	03	0303150033-TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS	5	R$ 1.682,45	R$ 336,49
2025	03	0303150041-TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS	1	R$ 1.715,28	R$ 1.715,28
2025	03	0303150050-TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO	19	R$ 9.378,91	R$ 493,63
2025	03	0303150068-TRATAMENTO DE OUTROS TRANSTORNOS DO RIM E DO URETER	3	R$ 1.228,36	R$ 409,45
2025	03	0303160020-TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL	1	R$ 457,75	R$ 457,75
2025	03	0303160039-TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL	8	R$ 10.356,76	R$ 1.294,60
2025	03	0303160047-TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO	5	R$ 4.126,01	R$ 825,20
2025	03	0303160055-TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL	7	R$ 110.512,68	R$ 15.787,53
2025	03	0303160063-TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL	11	R$ 237.825,15	R$ 21.620,47
2025	03	0303170131-TRATAMENTO CLINICO EM SAUDE MENTAL EM SITUACAO DE RISCO ELEVADO DE SUICIDIO.	5	R$ 667,01	R$ 133,40
2025	03	0303170158-TRATAMENTO CLINICO PARA AVALIACAO DIAGNOSTICA E ADEQUACAO TERAPEUTICA, INCLUINDO NECESSIDADES DE SAUDE DECORRENTES DO USO DE ALCOOL E OUTRAS DROGAS	1	R$ 805,94	R$ 805,94
2025	03	0303170182-TRATAMENTO CLINICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OUTRAS SUBSTANCIAS PSICOATIVAS	2	R$ 1.777,12	R$ 888,56
2025	03	0304080020-INTERNACAO P/ QUIMIOTERAPIA DE ADMINISTRACAO CONTINUA	32	R$ 56.895,23	R$ 1.777,98
2025	03	0304080039-INTERNACAO P/ QUIMIOTERAPIA DE LEUCEMIAS AGUDAS / CRONICAS AGUDIZADAS	22	R$ 167.014,47	R$ 7.591,57
2025	03	0304100013-TRATAMENTO DE INTERCORRENCIAS CLINICAS DE PACIENTE ONCOLOGICO	27	R$ 4.434,91	R$ 164,26
2025	03	0304100021-TRATAMENTO CLINICO DE PACIENTE ONCOLOGICO	66	R$ 105.015,88	R$ 1.591,15
2025	03	0305010174-TRATAMENTO DE INTERCORRENCIA EM PACIENTE RENAL CRONICO SOB TRATAMENTO DIALITICO ( POR DIA)	8	R$ 4.655,08	R$ 581,89
2025	03	0305020013-TRATAMENTO DA PIELONEFRITE	5	R$ 5.336,82	R$ 1.067,36
2025	03	0305020021-TRATAMENTO DE CALCULOSE RENAL	10	R$ 4.465,46	R$ 446,55
2025	03	0305020048-TRATAMENTO DE INSUFICIENCIA RENAL AGUDA	4	R$ 2.750,96	R$ 687,74
2025	03	0305020056-TRATAMENTO DA DOENCA RENAL CRONICA - DRC	5	R$ 12.670,17	R$ 2.534,03
2025	03	0308010019-TRATAMENTO CLINICO/CONSERVADOR DE TRAUMATISMOS DE QUALQUER LOCALIZACAO	7	R$ 2.539,34	R$ 362,76
2025	03	0308010035-TRATAMENTO DE TRAUMATISMOS C/ LESAO DE ORGAO INTRA-TORACICO E INTRA-ABDOMINAL	5	R$ 2.424,85	R$ 484,97
2025	03	0308010043-TRATAMENTO DE TRAUMATISMOS ENVOLVENDO MULTIPLAS REGIOES DO CORPO	1	R$ 385,98	R$ 385,98
2025	03	0308020030-TRATAMENTO DE INTOXICACAO OU ENVENENAMENTO POR EXPOSICAO A MEDICAMENTO E SUBSTANCIAS DE USO NAO MEDICINAL	10	R$ 2.346,51	R$ 234,65
2025	03	0308030010-TRATAMENTO DE EFEITOS DA PENETRACAO DE CORPO ESTRANHO EM ORIFICIO NATURAL	3	R$ 815,19	R$ 271,73
2025	03	0308040015-TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS	11	R$ 10.175,42	R$ 925,04
2025	03	0310010039-PARTO NORMAL	41	R$ 23.584,31	R$ 575,23
2025	03	0310010047-PARTO NORMAL EM GESTACAO DE ALTO RISCO	16	R$ 12.112,56	R$ 757,04
2025	03	0401020029-ENXERTO DERMO-EPIDERMICO	2	R$ 755,54	R$ 377,77
2025	03	0401020045-EXCISAO E ENXERTO DE PELE (HEMANGIOMA, NEVUS OU TUMOR )	6	R$ 2.140,92	R$ 356,82
2025	03	0401020053-EXCISAO E SUTURA DE LESAO NA PELE C/ PLASTICA EM Z OU ROTACAO DE RETALHO	1	R$ 473,00	R$ 473,00
2025	03	0401020070-EXERESE DE CISTO DERMOIDE	3	R$ 431,16	R$ 143,72
2025	03	0401020096-EXERESE DE CISTO TIREOGLOSSO	1	R$ 480,06	R$ 480,06
2025	03	0401020100-EXTIRPACAOE SUPRESSAO DE LESAO DE PELE E DE TECIDO CELULAR SUBCUTANEO	20	R$ 3.162,20	R$ 158,11
2025	03	0401020118-HOMOENXERTIA (ATO CIRURGICO PRE E POS-OPERATORIO)	1	R$ 251,31	R$ 251,31
2025	03	0401020150-TRATAMENTO CIRURGICO DO SINUS PRE-AURICULAR	1	R$ 343,62	R$ 343,62
2025	03	0402010027-PARATIREOIDECTOMIA	1	R$ 841,30	R$ 841,30
2025	03	0402010035-TIREOIDECTOMIA PARCIAL	1	R$ 425,63	R$ 425,63
2025	03	0402010043-TIREOIDECTOMIA TOTAL	2	R$ 978,82	R$ 489,41
2025	03	0403010012-CRANIOPLASTIA	2	R$ 21.315,05	R$ 10.657,53
2025	03	0403010020-CRANIOTOMIA DESCOMPRESSIVA	2	R$ 19.234,79	R$ 9.617,40
2025	03	0403010047-CRANIOTOMIA PARA RETIRADA DE CISTO / ABSCESSO / GRANULOMA ENCEFALICO	1	R$ 16.312,23	R$ 16.312,23
2025	03	0403010098-DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA	14	R$ 72.196,66	R$ 5.156,90
2025	03	0403010101-DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE	9	R$ 58.718,81	R$ 6.524,31
2025	03	0403010144-RECONSTRUCAO CRANIANA / CRANIO-FACIAL	1	R$ 5.029,95	R$ 5.029,95
